States,Year,Quarter,Brand,User_Counts,Percentage
Chhattisgarh,2021,1,OnePlus,54838,0.012146944
Chhattisgarh,2021,1,Motorola,42166,0.009340021
Chhattisgarh,2021,1,Huawei,35061,0.007766221
Chhattisgarh,2021,1,Others,316548,0.070117272
Chhattisgarh,2021,2,Vivo,1169224,0.241722288
Chhattisgarh,2021,2,Xiaomi,1101581,0.227737952
Chhattisgarh,2021,2,Samsung,778803,0.161007679
Chhattisgarh,2021,2,Oppo,550796,0.113870113
Chhattisgarh,2021,2,Realme,397105,0.082096441
Chhattisgarh,2021,2,Micromax,302906,0.062621988
Chhattisgarh,2021,2,Apple,69177,0.014301471
Chhattisgarh,2021,2,OnePlus,61100,0.012631653
Chhattisgarh,2021,2,Motorola,41735,0.008628184
Chhattisgarh,2021,2,Huawei,34225,0.007075586
Chhattisgarh,2021,2,Others,330403,0.068306645
Chhattisgarh,2021,3,Vivo,1306833,0.251020345
Chhattisgarh,2021,3,Xiaomi,1175329,0.225760668
Chhattisgarh,2021,3,Samsung,796963,0.153083008
Chhattisgarh,2021,3,Oppo,605302,0.116268197
Chhattisgarh,2021,3,Realme,464310,0.089186037
Chhattisgarh,2021,3,Micromax,283826,0.054518137
Chhattisgarh,2021,3,Apple,75098,0.014425046
Chhattisgarh,2021,3,OnePlus,74197,0.014251979
Chhattisgarh,2021,3,Motorola,41449,0.007961646
Chhattisgarh,2021,3,Infinix,38832,0.007458965
Chhattisgarh,2021,3,Others,343945,0.066065972
Chhattisgarh,2021,4,Vivo,1423389,0.255753097
Chhattisgarh,2021,4,Xiaomi,1243356,0.223404949
Chhattisgarh,2021,4,Samsung,821562,0.14761743
Chhattisgarh,2021,4,Oppo,651316,0.1170278
Chhattisgarh,2021,4,Realme,551719,0.099132312
Chhattisgarh,2021,4,Micromax,262792,0.047218201
Chhattisgarh,2021,4,OnePlus,87470,0.015716521
Chhattisgarh,2021,4,Apple,87360,0.015696756
Chhattisgarh,2021,4,Infinix,47609,0.008554337
Chhattisgarh,2021,4,Tecno,44668,0.008025901
Chhattisgarh,2021,4,Others,344240,0.061852695
Chhattisgarh,2022,1,Vivo,1531319,0.258801604
Chhattisgarh,2022,1,Xiaomi,1301387,0.219941791
Chhattisgarh,2022,1,Samsung,843988,0.142638763
Chhattisgarh,2022,1,Oppo,702141,0.118665815
Chhattisgarh,2022,1,Realme,629948,0.106464788
Chhattisgarh,2022,1,Micromax,255953,0.04325751
Chhattisgarh,2022,1,OnePlus,99485,0.01681353
Chhattisgarh,2022,1,Apple,96555,0.016318343
Chhattisgarh,2022,1,Tecno,57754,0.009760754
Chhattisgarh,2022,1,Infinix,53501,0.009041973
Chhattisgarh,2022,1,Others,344930,0.058295128
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Xiaomi,12990,0.243907019
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Samsung,10123,0.190074731
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Vivo,8579,0.161083781
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Oppo,5623,0.105580382
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Realme,3008,0.056479778
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Lenovo,1714,0.032182958
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Motorola,1527,0.028671749
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Apple,1436,0.026963085
"Dadra , Nagarhaveli , Daman , Diu",2018,1,OnePlus,1090,0.020466409
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Micromax,847,0.015903714
"Dadra , Nagarhaveli , Daman , Diu",2018,1,Others,6321,0.118686395
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Xiaomi,17620,0.24657841
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Samsung,13325,0.186473173
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Vivo,12204,0.170785636
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Oppo,7585,0.106146268
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Realme,3991,0.055850989
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Lenovo,2117,0.029625794
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Motorola,1935,0.027078844
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Apple,1812,0.025357553
"Dadra , Nagarhaveli , Daman , Diu",2018,2,OnePlus,1328,0.018584343
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Huawei,1132,0.015841473
"Dadra , Nagarhaveli , Daman , Diu",2018,2,Others,8409,0.117677517
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Xiaomi,22407,0.243271413
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Samsung,17165,0.186359343
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Vivo,16781,0.182190279
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Oppo,9875,0.107212264
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Realme,5100,0.055370384
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Lenovo,2523,0.027392055
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Motorola,2378,0.025817799
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Apple,2146,0.023298989
"Dadra , Nagarhaveli , Daman , Diu",2018,3,OnePlus,1545,0.016773969
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Huawei,1514,0.016437404
"Dadra , Nagarhaveli , Daman , Diu",2018,3,Others,10673,0.115876101
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Xiaomi,28477,0.24441469
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Vivo,22409,0.192333771
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Samsung,21520,0.18470359
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Oppo,12699,0.108994001
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Realme,6489,0.055694312
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Lenovo,2931,0.025156423
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Motorola,2811,0.024126477
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Apple,2546,0.021852014
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Huawei,2029,0.017414665
"Dadra , Nagarhaveli , Daman , Diu",2018,4,OnePlus,1795,0.015406271
"Dadra , Nagarhaveli , Daman , Diu",2018,4,Others,12805,0.109903786
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Xiaomi,34460,0.245211055
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Vivo,27883,0.198410326
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Samsung,25799,0.183580964
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Oppo,15701,0.111725443
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Realme,7762,0.055232972
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Lenovo,3296,0.023453733
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Motorola,3175,0.022592719
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Apple,2928,0.020835112
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Huawei,2510,0.017860701
"Dadra , Nagarhaveli , Daman , Diu",2019,1,OnePlus,2058,0.014644351
"Dadra , Nagarhaveli , Daman , Diu",2019,1,Others,14960,0.106452623
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Xiaomi,38996,0.245907428
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Vivo,32183,0.202944886
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Samsung,28908,0.182292849
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Oppo,18106,0.11417581
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Realme,8833,0.055700593
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Lenovo,3513,0.022152857
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Motorola,3454,0.021780805
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Apple,3276,0.020658343
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Huawei,2827,0.017826964
"Dadra , Nagarhaveli , Daman , Diu",2019,2,OnePlus,2202,0.013885736
"Dadra , Nagarhaveli , Daman , Diu",2019,2,Others,16282,0.102673729
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Xiaomi,43202,0.244177043
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Vivo,37115,0.209773412
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Samsung,31867,0.180111796
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Oppo,20623,0.11656088
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Realme,10150,0.057367645
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Lenovo,3660,0.020686264
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Motorola,3640,0.020573224
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Apple,3605,0.020375405
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Huawei,3096,0.017498545
"Dadra , Nagarhaveli , Daman , Diu",2019,3,OnePlus,2366,0.013372596
"Dadra , Nagarhaveli , Daman , Diu",2019,3,Others,17605,0.099503191
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Xiaomi,48012,0.242978168
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Vivo,42886,0.21703661
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Samsung,35031,0.177284183
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Oppo,23415,0.118498163
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Realme,12044,0.060952034
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Apple,3874,0.019605462
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Motorola,3849,0.019478942
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Lenovo,3794,0.019200599
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Huawei,3405,0.017231956
"Dadra , Nagarhaveli , Daman , Diu",2019,4,OnePlus,2529,0.012798713
"Dadra , Nagarhaveli , Daman , Diu",2019,4,Others,18759,0.094935171
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Xiaomi,52683,0.241116542
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Vivo,48874,0.223683729
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Samsung,38134,0.174529511
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Oppo,26282,0.120285955
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Realme,13927,0.063740297
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Apple,4178,0.019121632
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Motorola,4028,0.01843512
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Lenovo,3944,0.018050674
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Huawei,3732,0.017080404
"Dadra , Nagarhaveli , Daman , Diu",2020,1,OnePlus,2682,0.012274824
"Dadra , Nagarhaveli , Daman , Diu",2020,1,Others,20032,0.091681312
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Xiaomi,58073,0.237212741
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Vivo,56525,0.230889573
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Samsung,42346,0.172972134
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Oppo,29921,0.122219318
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Realme,16175,0.066070568
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Apple,4502,0.018389471
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Motorola,4308,0.017597033
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Lenovo,4157,0.016980238
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Huawei,4069,0.016620781
"Dadra , Nagarhaveli , Daman , Diu",2020,2,OnePlus,2817,0.011506695
"Dadra , Nagarhaveli , Daman , Diu",2020,2,Others,21921,0.089541448
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Vivo,63527,0.237088816
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Xiaomi,62612,0.233673949
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Samsung,46194,0.172400409
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Oppo,33220,0.123980205
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Realme,18327,0.06839811
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Apple,4852,0.018108126
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Motorola,4473,0.016693662
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Huawei,4325,0.016141312
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Lenovo,4294,0.016025617
"Dadra , Nagarhaveli , Daman , Diu",2020,3,OnePlus,2971,0.011088055
"Dadra , Nagarhaveli , Daman , Diu",2020,3,Others,23151,0.086401738
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Vivo,71995,0.242821922
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Xiaomi,68314,0.230406789
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Samsung,50714,0.171046197
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Oppo,36932,0.124562806
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Realme,20993,0.07080437
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Apple,5335,0.017993679
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Motorola,4712,0.015892449
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Huawei,4635,0.015632747
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Lenovo,4516,0.015231388
"Dadra , Nagarhaveli , Daman , Diu",2020,4,OnePlus,3173,0.01070177
"Dadra , Nagarhaveli , Daman , Diu",2020,4,Others,25174,0.084905883
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Vivo,79699,0.247977573
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Xiaomi,73383,0.228325804
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Samsung,54230,0.168732654
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Oppo,40045,0.12459707
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Realme,23882,0.074307085
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Apple,5784,0.01799649
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Huawei,4871,0.015155758
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Motorola,4859,0.015118421
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Lenovo,4531,0.014097873
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Tecno,3575,0.011123349
"Dadra , Nagarhaveli , Daman , Diu",2021,1,Others,26537,0.082567922
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Vivo,87001,0.252181197
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Xiaomi,77605,0.224945941
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Samsung,57137,0.165617373
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Oppo,43131,0.125019566
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Realme,27996,0.081149237
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Apple,6273,0.018182925
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Huawei,4834,0.014011838
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Motorola,4803,0.013921981
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Tecno,4453,0.012907471
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Lenovo,4280,0.012406013
"Dadra , Nagarhaveli , Daman , Diu",2021,2,Others,27481,0.079656458
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Vivo,95723,0.257407079
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Xiaomi,82367,0.221491688
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Samsung,59023,0.158717738
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Oppo,46708,0.125601682
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Realme,32929,0.08854881
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Apple,6802,0.018291142
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Tecno,5777,0.015534832
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Motorola,4807,0.012926421
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Huawei,4785,0.012867261
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Infinix,4734,0.012730118
"Dadra , Nagarhaveli , Daman , Diu",2021,3,Others,28219,0.075883229
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Vivo,104203,0.261184621
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Xiaomi,85964,0.215468602
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Samsung,61231,0.153475385
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Oppo,50155,0.125713412
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Realme,39211,0.098282297
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Apple,7542,0.018904009
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Tecno,6955,0.017432694
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Infinix,6018,0.015084106
"Dadra , Nagarhaveli , Daman , Diu",2021,4,OnePlus,5332,0.013364648
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Motorola,4828,0.012101373
"Dadra , Nagarhaveli , Daman , Diu",2021,4,Others,27524,0.068988854
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Vivo,111699,0.263087359
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Xiaomi,89446,0.210674329
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Samsung,63414,0.149360529
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Oppo,53652,0.126367855
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Realme,44772,0.105452576
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Apple,8300,0.019549191
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Tecno,8287,0.019518572
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Infinix,6909,0.016272935
"Dadra , Nagarhaveli , Daman , Diu",2022,1,OnePlus,5945,0.014002402
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Motorola,4850,0.011423322
"Dadra , Nagarhaveli , Daman , Diu",2022,1,Others,27296,0.06429093
Delhi,2018,1,Xiaomi,529823,0.253865556
Delhi,2018,1,Samsung,407203,0.195111983
Delhi,2018,1,Vivo,223992,0.107326133
Delhi,2018,1,Oppo,186309,0.089270262
Delhi,2018,1,Apple,138507,0.066365855
Delhi,2018,1,Realme,88082,0.042204634
Delhi,2018,1,OnePlus,86368,0.041383368
Delhi,2018,1,Motorola,83639,0.040075763
Delhi,2018,1,Lenovo,52568,0.025188043
Delhi,2018,1,Huawei,37398,0.017919313
Delhi,2018,1,Others,253133,0.12128909
Delhi,2018,2,Xiaomi,708839,0.257185318
Delhi,2018,2,Samsung,532749,0.193295263
Delhi,2018,2,Vivo,313719,0.113825454
Delhi,2018,2,Oppo,254431,0.092314218
Delhi,2018,2,Apple,176650,0.064093238
Delhi,2018,2,Realme,113976,0.041353472
Delhi,2018,2,Motorola,107679,0.039068756
Delhi,2018,2,OnePlus,106333,0.038580392
Delhi,2018,2,Lenovo,66497,0.02412685
Delhi,2018,2,Huawei,50115,0.018183032
Delhi,2018,2,Others,325153,0.117974008
Delhi,2018,3,Xiaomi,908753,0.259279908
Delhi,2018,3,Samsung,673829,0.192252813
Delhi,2018,3,Vivo,424455,0.121102932
Delhi,2018,3,Oppo,332529,0.094875162
Delhi,2018,3,Apple,218858,0.06244324
Delhi,2018,3,Realme,140759,0.040160506
Delhi,2018,3,Motorola,133126,0.037982705
Delhi,2018,3,OnePlus,126799,0.036177523
Delhi,2018,3,Lenovo,80056,0.022841094
Delhi,2018,3,Huawei,63709,0.018177066
Delhi,2018,3,Others,402038,0.11470705
Delhi,2018,4,Xiaomi,1206379,0.260539406
Delhi,2018,4,Samsung,892643,0.192782432
Delhi,2018,4,Vivo,605041,0.130669568
Delhi,2018,4,Oppo,464753,0.100371832
Delhi,2018,4,Apple,279775,0.060422481
Delhi,2018,4,Realme,181855,0.039274883
Delhi,2018,4,Motorola,165627,0.035770152
Delhi,2018,4,OnePlus,155837,0.033655824
Delhi,2018,4,Lenovo,98258,0.021220596
Delhi,2018,4,Huawei,84942,0.018344764
Delhi,2018,4,Others,495203,0.106948062
Delhi,2019,1,Xiaomi,1428603,0.259780811
Delhi,2019,1,Samsung,1061515,0.193028593
Delhi,2019,1,Vivo,755967,0.137466966
Delhi,2019,1,Oppo,576484,0.10482932
Delhi,2019,1,Apple,324092,0.058933715
Delhi,2019,1,Realme,213758,0.0388703
Delhi,2019,1,Motorola,186450,0.033904543
Delhi,2019,1,OnePlus,175334,0.031883181
Delhi,2019,1,Lenovo,109111,0.019841022
Delhi,2019,1,Huawei,102139,0.018573216
Delhi,2019,1,Others,565810,0.102888332
Delhi,2019,2,Xiaomi,1597465,0.259099582
Delhi,2019,2,Samsung,1188974,0.192844705
Delhi,2019,2,Vivo,879650,0.142674141
Delhi,2019,2,Oppo,664693,0.10780936
Delhi,2019,2,Apple,360575,0.058483179
Delhi,2019,2,Realme,240746,0.039047609
Delhi,2019,2,Motorola,200193,0.032470147
Delhi,2019,2,OnePlus,191881,0.031121988
Delhi,2019,2,Lenovo,115488,0.018731486
Delhi,2019,2,Huawei,114662,0.018597513
Delhi,2019,2,Others,611121,0.099120291
Delhi,2019,3,Xiaomi,1749719,0.257983665
Delhi,2019,3,Samsung,1305636,0.192506774
Delhi,2019,3,Vivo,1001823,0.147711701
Delhi,2019,3,Oppo,749989,0.110580562
Delhi,2019,3,Apple,392389,0.057854977
Delhi,2019,3,Realme,269723,0.039768745
Delhi,2019,3,Motorola,210710,0.031067696
Delhi,2019,3,OnePlus,206752,0.030484117
Delhi,2019,3,Huawei,125962,0.018572204
Delhi,2019,3,Lenovo,119861,0.017672655
Delhi,2019,3,Others,649722,0.095796904
Delhi,2019,4,Xiaomi,1872284,0.256833203
Delhi,2019,4,Samsung,1394404,0.191279339
Delhi,2019,4,Vivo,1114120,0.152830985
Delhi,2019,4,Oppo,825921,0.11329688
Delhi,2019,4,Apple,414754,0.056894466
Delhi,2019,4,Realme,300540,0.041226999
Delhi,2019,4,Motorola,217242,0.029800478
Delhi,2019,4,OnePlus,216727,0.029729832
Delhi,2019,4,Huawei,134371,0.018432532
Delhi,2019,4,Lenovo,121793,0.016707127
Delhi,2019,4,Others,677727,0.092968159
Delhi,2020,1,Xiaomi,1998766,0.255394287
Delhi,2020,1,Samsung,1484289,0.189656483
Delhi,2020,1,Vivo,1238728,0.158279686
Delhi,2020,1,Oppo,909331,0.116190661
Delhi,2020,1,Apple,436979,0.05583542
Delhi,2020,1,Realme,333567,0.042621851
Delhi,2020,1,OnePlus,225852,0.028858461
Delhi,2020,1,Motorola,223909,0.028610192
Delhi,2020,1,Huawei,142660,0.018228521
Delhi,2020,1,Lenovo,124278,0.015879743
Delhi,2020,1,Others,707838,0.090444695
Delhi,2020,2,Xiaomi,2125586,0.253313168
Delhi,2020,2,Samsung,1585854,0.188991506
Delhi,2020,2,Vivo,1364186,0.162574592
Delhi,2020,2,Oppo,1002444,0.119464592
Delhi,2020,2,Apple,458450,0.054635014
Delhi,2020,2,Realme,366179,0.043638772
Delhi,2020,2,OnePlus,233802,0.027862964
Delhi,2020,2,Motorola,231246,0.027558356
Delhi,2020,2,Huawei,150807,0.017972173
Delhi,2020,2,Lenovo,127388,0.015181253
Delhi,2020,2,Others,745197,0.08880761
Delhi,2020,3,Xiaomi,2264717,0.250406173
Delhi,2020,3,Samsung,1707446,0.188789601
Delhi,2020,3,Vivo,1516602,0.167688282
Delhi,2020,3,Oppo,1106202,0.122311004
Delhi,2020,3,Apple,485868,0.053721656
Delhi,2020,3,Realme,406930,0.044993606
Delhi,2020,3,OnePlus,244532,0.027037516
Delhi,2020,3,Motorola,238737,0.026396772
Delhi,2020,3,Huawei,159503,0.017635994
Delhi,2020,3,Lenovo,131036,0.014488443
Delhi,2020,3,Others,782601,0.086530954
Delhi,2020,4,Xiaomi,2416705,0.247918848
Delhi,2020,4,Samsung,1842707,0.189034987
Delhi,2020,4,Vivo,1673743,0.171701733
Delhi,2020,4,Oppo,1209582,0.124085553
Delhi,2020,4,Apple,518592,0.053200011
Delhi,2020,4,Realme,452392,0.046408852
Delhi,2020,4,OnePlus,256533,0.026316562
Delhi,2020,4,Motorola,246834,0.025321585
Delhi,2020,4,Huawei,168898,0.017326483
Delhi,2020,4,Lenovo,134947,0.013843603
Delhi,2020,4,Others,827035,0.084841784
Delhi,2021,1,Xiaomi,2575350,0.246039776
Delhi,2021,1,Samsung,1963994,0.187632999
Delhi,2021,1,Vivo,1839180,0.175708713
Delhi,2021,1,Oppo,1318743,0.125988014
Delhi,2021,1,Apple,555462,0.053066863
Delhi,2021,1,Realme,511070,0.048825809
Delhi,2021,1,OnePlus,269742,0.025770191
Delhi,2021,1,Motorola,253270,0.024196515
Delhi,2021,1,Huawei,175712,0.016786899
Delhi,2021,1,Lenovo,137068,0.013094989
Delhi,2021,1,Others,867619,0.082889232
Delhi,2021,2,Xiaomi,2731995,0.244305512
Delhi,2021,2,Samsung,2070161,0.185121767
Delhi,2021,2,Vivo,2011494,0.179875538
Delhi,2021,2,Oppo,1432860,0.128131858
Delhi,2021,2,Realme,596308,0.053324157
Delhi,2021,2,Apple,591905,0.052930424
Delhi,2021,2,OnePlus,291216,0.026041656
Delhi,2021,2,Motorola,252565,0.022585335
Delhi,2021,2,Huawei,176234,0.015759523
Delhi,2021,2,Lenovo,134680,0.012043604
Delhi,2021,2,Others,893281,0.079880626
Delhi,2021,3,Xiaomi,2897206,0.241835663
Delhi,2021,3,Vivo,2220413,0.185342378
Delhi,2021,3,Samsung,2149622,0.17943331
Delhi,2021,3,Oppo,1566918,0.130793825
Delhi,2021,3,Realme,707377,0.059046194
Delhi,2021,3,Apple,631640,0.052724272
Delhi,2021,3,OnePlus,331920,0.027706036
Delhi,2021,3,Motorola,250528,0.02091208
Delhi,2021,3,Huawei,172290,0.014381396
Delhi,2021,3,Tecno,148235,0.012373476
Delhi,2021,3,Others,903912,0.075451369
Delhi,2021,4,Xiaomi,3028207,0.236853885
Delhi,2021,4,Vivo,2413197,0.188750335
Delhi,2021,4,Samsung,2238115,0.175056141
Delhi,2021,4,Oppo,1697646,0.132782881
Delhi,2021,4,Realme,840595,0.06574788
Delhi,2021,4,Apple,705541,0.055184512
Delhi,2021,4,OnePlus,369158,0.028874019
Delhi,2021,4,Motorola,250976,0.019630309
Delhi,2021,4,Tecno,176336,0.013792276
Delhi,2021,4,Huawei,166930,0.013056577
Delhi,2021,4,Others,898426,0.070271183
Delhi,2022,1,Xiaomi,3155264,0.233046613
Delhi,2022,1,Vivo,2586749,0.191056309
Delhi,2022,1,Samsung,2320460,0.171388303
Delhi,2022,1,Oppo,1817979,0.134275245
Delhi,2022,1,Realme,964540,0.071240562
Delhi,2022,1,Apple,761100,0.05621456
Delhi,2022,1,OnePlus,404741,0.029894018
Delhi,2022,1,Motorola,252427,0.018644163
Delhi,2022,1,Tecno,206904,0.015281852
Delhi,2022,1,Huawei,164421,0.012144073
Delhi,2022,1,Others,904612,0.066814302
Goa,2018,1,Xiaomi,23388,0.254394361
Goa,2018,1,Samsung,19288,0.20979812
Goa,2018,1,Vivo,8719,0.094837713
Goa,2018,1,Oppo,6969,0.075802732
Goa,2018,1,Apple,5957,0.064795075
Goa,2018,1,OnePlus,5457,0.059356509
Goa,2018,1,Motorola,4236,0.046075531
Goa,2018,1,Realme,4094,0.044530978
Goa,2018,1,Lenovo,2542,0.027649669
Goa,2018,1,Huawei,1595,0.017349025
